0.90869,0.90039,0.91064,0.90918,0.9082,0.90771,0.90186,0.90771,0.90625,0.91357,0.90576,0.89648,0.90381,0.9082,0.91699,0.92285,0.88379,0.90283,0.89941,0.96631,1.0991,1.1279,0.62695,0.3999,0.048828,-0.22266,-0.12744,-0.18115,-0.2583,-0.2998,-0.29004,-0.067383,0.69922,-0.36035,0.44971,0.17139,0.30518,0.37744,0.43311,0.79199,-0.16309,0.66748,0.70557,0.98291,1.0327
-0.31201,-0.31689,-0.31982,-0.32764,-0.32373,-0.31836,-0.3208,-0.31982,-0.32324,-0.32031,-0.31592,-0.31494,-0.34814,-0.3252,-0.32324,-0.31445,-0.31055,-0.28906,-0.29932,-0.37646,-0.77637,-0.9209,-1.2109,-1.1299,-0.82959,-0.62891,-0.6123,-0.43311,-0.50635,-0.72754,-0.81055,-1.0576,-0.96729,-1.6216,-1.4741,-0.82227,-0.78125,-0.79736,-0.83887,-0.61328,-0.84326,-0.83838,-0.75146,-0.63086,-0.50439
-0.18359,-0.18945,-0.18896,-0.18652,-0.18213,-0.18359,-0.17725,-0.18115,-0.18799,-0.19775,-0.18945,-0.17285,-0.16699,-0.18652,-0.20605,-0.18359,-0.17041,-0.15479,-0.16064,-0.18652,-0.22949,-0.064941,0.086914,0.23535,0.27344,0.25342,0.28516,0.25146,0.23389,0.24121,0.23291,0.28271,0.041504,0.12988,0.34766,0.17578,0.17188,0.17725,0.22607,0.11816,0.16211,0.09375,0.052734,-0.020996,-0.16797
0.89795,0.89746,0.89697,0.89893,0.89941,0.89795,0.90186,0.94336,1.0347,1.0728,0.88916,0.43604,-0.11377,-0.33252,-0.52881,-0.55127,-0.31396,-0.38965,-0.22705,-0.77002,-0.98584,-1.0254,-0.97217,-0.78174,-0.65137,-0.5127,-0.45361,-0.40479,-0.40674,-0.38037,-0.25098,0.026855,-0.12109,0.65381,0.31885,0.30713,0.44189,0.43408,0.30371,0.34521,0.25928,0.55518,0.78662,0.92725,0.91797
0.39258,0.38525,0.39258,0.39307,0.39746,0.3999,0.40088,0.41406,0.53467,0.64795,1.1875,1.1138,1.0093,1.0132,0.77295,0.66016,0.37305,0.21191,0.2959,0.54541,0.91943,1.125,1.2095,0.99658,0.80469,0.50781,0.39258,0.4043,0.59814,0.81348,0.82275,1.0044,1.4653,1.4414,0.93555,0.79346,0.80176,0.79346,0.83398,0.80664,0.62646,0.66504,0.79785,0.71484,0.5918
-0.14063,-0.14355,-0.13721,-0.13818,-0.14795,-0.15186,-0.14648,-0.15137,-0.24463,-0.1167,0.20947,0.14063,0.10889,0.13037,0.11621,0.11133,0.01123,-0.1543,0.01709,-0.038574,-0.059082,-0.0083008,0.070801,0.11426,0.10156,0.11865,0.11475,0.088867,0.13184,0.18359,0.012207,-0.041992,0.003418,0.18799,0.078125,0.10254,0.11914,0.1167,0.032227,0.10352,0.046387,0.10938,0.13135,0.01123,-0.14795
0,-1,0,-1,-3,-1,0,-2,1,-1,-2,-1,0,1,-2,-1,-1,-1,-1,1,3,-1,-9,4,1,-3,-4,1,-3,2,-2,-2,0,2,0,-5,1,-1,-3,-2,-1,-2,-3,3,19
-1,-1,0,-2,-1,-1,-3,-1,-2,-2,0,0,1,0,0,-2,-1,0,-1,1,3,-3,-4,-4,1,-4,-20,-1,4,0,1,3,-1,1,-1,2,-1,-2,3,-2,0,-2,-5,3,10
-1,2,-2,0,0,-1,0,-1,0,-3,-1,-2,1,-1,-2,-1,-1,-1,1,-3,3,-2,4,-1,-6,-2,-1,-3,2,0,6,-1,-4,-9,-3,1,-1,1,0,1,1,-3,-3,-3,38
-3,0,-3,1,2,0,-2,-1,1,-4,-1,-2,1,0,-2,1,2,1,0,2,5,-4,13,9,-8,-9,5,0,6,1,2,-5,-11,-15,0,0,-1,3,0,1,-3,-3,-1,-2,21
0,0,-1,-3,2,1,-1,-1,-2,-3,-1,1,-1,3,-1,-3,-2,0,0,0,-1,-3,62,-10,-3,-6,5,4,2,3,9,-1,-11,-6,-1,-2,4,-2,-1,1,-2,1,-4,-1,2
-2,-2,2,0,0,-1,-1,-1,0,-6,-2,0,0,2,-2,-1,-1,-1,0,3,-10,-8,29,12,2,-6,1,16,1,1,5,-5,-8,2,1,-4,1,0,-2,-1,-2,0,-1,-1,-2
-1,0,0,0,-1,0,-1,0,1,-7,-1,-2,0,-2,-2,-2,0,-1,0,-16,-36,-13,9,19,7,-15,-9,6,-11,1,8,-31,1,1,0,-6,2,11,-4,-10,-1,1,-1,0,-4
0,-1,0,-2,-1,0,0,-1,-2,-3,0,-2,0,2,-1,0,-3,-2,-1,17,-28,5,-6,13,-5,-27,-14,11,-5,11,3,-17,14,5,-16,-14,-1,11,6,-9,3,0,-3,2,-1
-3,-1,-2,-2,-2,-2,1,-7,2,3,1,-9,-27,-28,-3,-8,-11,12,23,-12,9,-2,-2,-5,-7,-8,-12,-1,8,1,-1,4,-30,-1,-17,1,4,9,-4,5,6,3,-3,0,0
-1,0,-1,-2,-2,-2,-1,-8,1,10,1,-19,-17,-5,-5,-1,-7,-1,7,-2,6,-5,-2,-11,4,-3,-5,2,-5,-7,-7,7,-6,3,-5,-1,-2,0,0,-1,7,1,1,2,-1
-1,-1,-1,-3,-1,0,-1,-4,0,-31,8,-17,0,3,-7,2,-11,-2,0,-2,-1,-1,0,-11,2,0,-6,6,-3,-4,-4,0,-8,7,-4,0,-2,-2,1,-2,5,-1,-1,-2,0
-1,0,-1,1,-3,0,0,-2,0,-18,-20,11,19,-14,9,-10,-24,2,-4,-1,-4,-6,1,-6,4,1,-5,14,-13,-5,1,0,-21,8,-16,2,-1,-2,-1,1,0,-12,0,-8,-6
