0.93164,0.93408,0.92285,0.93115,0.93066,0.93164,0.98145,1.2334,1.2202,0.61475,-0.031738,-0.35449,-0.34229,-0.33301,-0.61572,-0.87109,-1.1787,-1.1934,-0.64404,0.81689,0.14697,-0.17236,-0.16748,-0.18701,-0.22949,-0.13721,-0.16064,-0.13135,0.083496,0.1543,0.26611,0.27197,0.67578,0.91211,1.0054,0.9873,1.0156,0.99121,0.92578,0.91016,0.93945,0.94971,0.96094,0.9585,0.94385
0.28711,0.28271,0.28369,0.28467,0.2666,0.27686,0.3291,0.46484,0.74658,1.1963,0.43115,0.23438,0.31152,0.30908,0.23291,0.24463,0.19092,0.14697,0.52539,0.47949,0.38916,0.49072,0.44092,0.4458,0.41943,0.44873,0.41846,0.45801,0.38965,0.3125,0.41943,0.53906,0.70068,0.81445,1.1538,0.59082,0.28711,0.25439,0.31787,0.29248,0.24463,0.25732,0.22559,0.25684,0.23193
0.11084,0.11719,0.11328,0.12158,0.11572,0.11084,0.056641,-0.013184,0.71436,0.95117,0.75,0.5874,0.55273,0.40039,0.24219,0.2124,0.020996,0.094727,0.62646,1.1343,1.0859,0.99756,0.97607,0.95752,0.93701,0.91064,0.87695,0.7998,0.60742,0.5459,0.62891,0.79053,1.019,0.55029,0.41455,0.22656,0.12695,0.097168,0.1167,0.12012,0.089844,0.029297,0.016113,0.024902,0.040527
0.94434,0.92822,0.94238,0.94141,0.93848,0.93994,0.94482,0.94873,0.93994,0.93262,0.91162,0.8916,0.94824,0.97656,0.91992,0.92334,0.92383,0.90381,0.91943,0.93408,0.96826,0.896,0.90869,0.91895,0.94238,0.92969,0.91162,0.9209,0.9248,0.896,0.90918,0.93652,0.93408,0.93701,0.9375,0.94824,0.91504,0.91309,0.92871,0.96582,0.96143,0.94238,0.92285,0.92041,0.93018
-0.32178,-0.32422,-0.32275,-0.31592,-0.31982,-0.30859,-0.32031,-0.34082,-0.34277,-0.31152,-0.32959,-0.31104,-0.31934,-0.32471,-0.33105,-0.32227,-0.35205,-0.33936,-0.35205,-0.35547,-0.37158,-0.33545,-0.31885,-0.35303,-0.33643,-0.34424,-0.36182,-0.354,-0.354,-0.3418,-0.3457,-0.33838,-0.35938,-0.39941,-0.35938,-0.32959,-0.31641,-0.31641,-0.33789,-0.30469,-0.30664,-0.32373,-0.31543,-0.32031,-0.31055
0.13281,0.12842,0.13379,0.12402,0.125,0.12744,0.12402,0.14453,0.10254,0.10693,0.15527,0.13672,0.14795,0.11523,0.1001,0.16016,0.15869,0.13379,0.14893,0.14844,0.12305,0.12549,0.19824,0.14453,0.12061,0.11768,0.15234,0.15576,0.13135,0.14746,0.15234,0.15381,0.15723,0.15771,0.16113,0.1333,0.1416,0.13623,0.14844,0.13867,0.10791,0.10889,0.13086,0.13135,0.125
-1,-1,-1,0,-2,-1,2,-8,14,-37,-109,-24,-16,-21,-33,13,14,6,-8,3,13,19,37,-45,-15,-35,16,2,7,6,0,-3,-6,4,-10,1,-6,0,17,-2,-8,2,-3,5,0
-2,-3,-1,-1,-3,-2,6,11,-23,3,-104,-6,-20,-2,2,1,35,7,4,-1,-39,-36,32,40,-27,-12,-13,-7,-6,4,-2,-7,-7,62,3,-3,-1,-3,10,-3,-3,-1,-1,-1,1
-2,-1,-1,-2,-1,-1,2,2,-17,9,-26,-8,-1,8,-5,11,17,4,-2,-5,-6,-19,25,12,-18,-8,-1,5,-2,5,-4,-7,-5,29,-4,-2,-3,-4,4,-2,-3,-2,0,1,-1
-1,-1,0,0,-2,-1,0,-9,50,39,-19,13,15,11,-21,3,22,34,-26,19,12,-18,19,9,15,-19,43,5,15,19,0,-8,-6,9,-1,-3,-1,-1,5,-1,-3,0,0,0,-1
-2,-3,0,0,2,-1,-2,-2,52,49,-9,35,9,4,-17,6,17,44,-70,21,47,-35,24,7,30,-5,62,1,39,35,3,-10,-2,0,-2,-1,-2,-2,0,0,0,-1,-1,-2,-2
-3,-1,-2,-1,-1,-1,0,-1,9,-1,21,4,-14,-2,-4,5,8,18,-15,5,32,-18,3,3,11,0,12,6,36,1,-1,-3,-4,-6,-5,1,-3,-1,-1,1,-3,0,1,-2,-1
-2,0,-1,0,0,-2,-1,1,6,0,-3,-6,-11,-4,4,-6,-28,5,10,6,-3,1,-20,5,1,-28,12,1,5,6,-2,4,5,-17,-7,1,-1,3,-15,6,-3,4,2,-3,-5
-1,-1,-2,-1,0,-2,-2,1,17,-8,-25,-19,-48,1,3,-5,-3,7,-10,22,-17,20,19,-26,1,-24,12,0,-3,10,-4,3,3,-28,-32,6,-10,-1,3,10,-28,15,13,10,-1
-3,0,-1,-1,-2,-1,-3,0,0,1,-3,-1,-2,0,-2,-2,-1,-2,-1,1,1,-1,-2,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,-2,-1,-1,-2,-1,-1,-1,-2,-1,0,-2
0,-1,-1,0,-3,-1,-3,-1,-1,-1,-1,0,-1,-2,-1,-1,-1,-1,1,0,-1,-2,0,-2,-2,0,-1,0,-2,-1,0,0,0,-2,-1,-1,0,-1,0,-3,0,-2,-1,1,-1
-2,-1,-1,-3,-1,-1,-2,0,-3,-1,-1,-2,-3,0,-1,-1,-1,-1,-2,-1,-1,-1,-1,-1,1,-3,-1,-1,-1,-2,2,0,-1,-2,1,-2,-1,-2,-2,-3,-3,-2,-1,0,-2
-3,0,0,-3,-2,-1,0,0,-1,-1,-2,-1,0,0,-1,0,0,-1,-1,-1,0,-1,-1,-1,-1,1,-2,-3,0,-2,0,-1,-1,1,-1,-2,-1,-1,2,-1,-3,-1,-2,-2,1
